Gene Symbol	Gene ID	Cytoband	P2_LG	P6_LG	P7_LG	P8_LG	P1_LG	P4_LG	P5_LG	P9_LG	P8_2_LG
PRAMEF2	65122	1p36.21	0.120	-0.030	-0.034	-0.483	-0.056	-0.242	-0.126	-0.103	-0.037
PRAMEF4	400735	1p36.21	0.120	-0.030	-0.034	-0.483	-0.056	-0.242	-0.126	-0.103	-0.037
PRAMEF10	343071	1p36.21	0.120	-0.030	-0.034	-0.483	-0.056	-0.242	-0.126	-0.103	-0.037
PRAMEF7	441871	1p36.21	0.120	-0.030	-0.034	-0.483	-0.056	-0.242	-0.126	-0.103	-0.037
PRAMEF6	440561	1p36.21	0.120	-0.030	-0.034	-0.483	-0.056	-0.242	-0.126	-0.103	-0.037
PRAMEF27	101929983	1p36.21	0.120	-0.030	-0.034	-0.483	-0.056	-0.034	-0.126	-0.103	-0.037
HNRNPCL3	649330	1p36.21	0.120	-0.030	-0.034	-0.483	-0.056	0.173	-0.126	-0.103	-0.037
HNRNPCL4	101060301	1p36.21	0.120	-0.030	-0.034	-0.483	-0.056	0.173	-0.126	-0.103	-0.037
PRAMEF25	441873	1p36.21	0.120	-0.030	-0.034	-0.483	-0.056	0.173	-0.126	-0.103	-0.037
PRAMEF26	645359	1p36.21	0.120	-0.030	-0.034	-0.483	-0.056	0.173	-0.126	-0.103	-0.037
PRAMEF34P	649324	1p36.21	0.120	-0.030	-0.034	-0.483	-0.056	0.173	-0.126	-0.103	-0.037
HNRNPCL2	440563	1p36.21	0.120	-0.030	-0.034	-0.483	-0.056	0.173	-0.126	-0.103	-0.037
PRAMEF13	400736	1p36.21	0.120	-0.030	-0.034	-0.483	-0.056	0.173	-0.126	-0.103	-0.037
PRAMEF18	391003	1p36.21	0.120	-0.030	-0.034	-0.483	-0.056	0.173	-0.126	0.187	-0.037
PRAMEF22	653606	1p36.21	0.120	-0.030	-0.034	-0.483	-0.056	0.173	-0.126	0.187	-0.037
PRAMEF5	343068	1p36.21	0.120	-0.030	-0.034	-0.483	-0.056	0.173	-0.126	0.478	-0.037
PRAMEF8	391002	1p36.21	0.120	-0.030	-0.034	-0.483	-0.056	0.173	-0.126	0.478	-0.037
PRAMEF33P	645382	1p36.21	0.120	-0.030	-0.034	-0.483	-0.056	0.173	-0.126	0.221	-0.037
PRAMEF15	653619	1p36.21	0.120	-0.030	-0.034	-0.483	-0.056	0.173	-0.126	-0.037	-0.037
PRAMEF14	729528	1p36.21	0.120	-0.030	-0.034	-0.483	-0.056	-0.053	-0.126	-0.037	-0.037
PRAMEF19	645414	1p36.21	0.120	-0.030	-0.034	-0.483	-0.056	-0.279	-0.126	-0.037	-0.037
PRAMEF17	391004	1p36.21	0.120	-0.030	-0.034	-0.173	-0.056	-0.279	-0.126	-0.037	-0.037
PRAMEF20	645425	1p36.21	0.120	-0.030	-0.034	0.137	-0.056	-0.279	-0.126	-0.037	-0.037
LRRC38	126755	1p36.21	0.120	-0.030	-0.034	0.137	-0.056	-0.279	-0.126	-0.037	-0.037
PDPN	10630	1p36.21	0.120	-0.030	-0.034	0.137	-0.056	-0.279	0.060	-0.037	-0.037
PRDM2	7799	1p36.21	0.120	-0.030	-0.034	0.137	-0.056	-0.279	0.424	-0.037	-0.037
KAZN	23254	1p36.21	0.120	-0.030	-0.034	0.137	-0.056	-0.279	-0.235	-0.037	-0.037
TMEM51-AS1	200197	1p36.21	0.120	-0.030	-0.034	0.137	-0.056	-0.279	-0.235	-0.037	-0.037
TMEM51	55092	1p36.21	0.120	-0.030	-0.034	0.137	-0.056	-0.279	-0.235	-0.037	-0.096
C1orf195	727684	1p36.21	0.120	-0.030	-0.034	0.137	-0.056	-0.279	-0.235	-0.037	-0.037
FHAD1	114827	1p36.21	0.120	-0.030	-0.034	0.137	-0.056	-0.279	-0.235	-0.037	-0.330
EFHD2	79180	1p36.21	0.120	-0.030	-0.034	0.137	-0.056	-0.279	-0.235	-0.185	-0.330
CTRC	11330	1p36.21	0.120	-0.030	-0.034	0.137	-0.056	-0.279	-0.235	-0.406	-0.330
CELA2A	63036	1p36.21	0.120	-0.030	-0.034	0.137	-0.056	-0.279	-0.235	-0.406	-0.330
CELA2B	51032	1p36.21	0.120	-0.030	-0.034	0.137	-0.056	-0.279	-0.037	-0.406	-0.330
CASP9	842	1p36.21	0.120	-0.030	-0.034	0.137	-0.056	-0.279	0.260	-0.406	-0.330
DNAJC16	23341	1p36.21	0.120	-0.030	-0.034	0.137	-0.056	-0.279	0.260	-0.406	-0.428
AGMAT	79814	1p36.21	0.120	-0.030	-0.034	0.137	-0.056	-0.279	0.260	-0.406	-0.526
DDI2	84301	1p36.21	0.120	-0.030	-0.034	0.137	-0.056	-0.279	0.260	-0.406	-0.526
RSC1A1	6248	1p36.21	0.120	-0.030	-0.034	0.137	-0.056	-0.279	0.260	-0.406	-0.526
PLEKHM2	23207	1p36.21	0.120	-0.030	-0.034	0.137	-0.056	-0.279	0.260	-0.406	-0.526
SLC25A34	284723	1p36.21	0.120	-0.030	-0.034	0.137	-0.056	-0.279	0.260	-0.406	-0.526
TMEM82	388595	1p36.21	0.120	-0.030	-0.034	0.137	-0.056	-0.279	0.260	-0.406	-0.526
FBLIM1	54751	1p36.21	0.120	-0.030	-0.034	0.137	-0.056	-0.279	0.260	-0.406	-0.526
UQCRHL	440567	1p36.21	0.120	-0.030	-0.034	0.137	-0.056	-0.279	0.260	-0.406	-0.526
FLJ37453	729614	1p36.21	0.120	-0.030	-0.034	0.137	-0.056	-0.279	0.260	-0.406	-0.526
SPEN	23013	1p36.21	0.120	-0.030	-0.034	0.137	-0.056	-0.279	0.159	-0.342	-0.381
MIR5096|chr1	100616427	1p36.21	0.058	0.064	0.020	0.171	0.008	0.041	0.082	-0.149	-0.409
ZBTB17	7709	1p36.13	0.120	-0.030	-0.034	0.137	-0.056	-0.279	-0.116	0.078	-0.214
C1orf64	149563	1p36.13	0.120	-0.030	-0.034	0.137	-0.056	-0.279	-0.116	0.078	0.244
HSPB7	27129	1p36.13	0.120	-0.030	-0.034	0.137	-0.056	-0.279	-0.116	0.078	0.244
CLCNKA	1187	1p36.13	0.120	-0.030	-0.034	0.137	-0.056	-0.279	-0.327	0.078	0.244
CLCNKB	1188	1p36.13	0.120	-0.030	-0.034	0.137	-0.056	-0.279	-0.468	0.078	0.244
FAM131C	348487	1p36.13	0.120	-0.030	-0.034	0.137	-0.056	-0.279	-0.468	0.078	0.244
EPHA2	1969	1p36.13	0.120	-0.030	-0.034	0.137	-0.056	-0.279	-0.468	0.078	0.244
ARHGEF19	128272	1p36.13	0.120	-0.030	-0.034	0.137	-0.056	-0.279	-0.468	0.078	-0.030
RSG1	79363	1p36.13	0.120	-0.030	-0.034	0.137	-0.056	-0.279	-0.468	-0.183	-0.305
FBXO42	54455	1p36.13	0.120	-0.030	-0.034	0.137	-0.056	-0.279	0.226	-0.445	-0.305
SZRD1	26099	1p36.13	0.120	-0.030	-0.034	0.137	-0.056	-0.279	0.399	-0.445	-0.305
SPATA21	374955	1p36.13	0.120	-0.030	-0.034	0.137	-0.056	-0.279	0.399	-0.445	-0.305
NECAP2	55707	1p36.13	0.120	-0.030	-0.034	0.137	-0.056	0.567	0.399	-0.333	-0.305
CROCCP3	114819	1p36.13	0.120	-0.030	-0.034	0.137	-0.056	1.202	0.399	-0.054	-0.305
RNU1-1|chr1	26871	1p36.13	0.107	-0.047	-0.041	0.139	-0.045	0.967	0.326	-0.078	-0.274
RNU1-2|chr1	26870	1p36.13	0.107	-0.047	-0.041	0.139	-0.045	0.967	0.326	-0.078	-0.274
RNU1-3|chr1	26869	1p36.13	0.107	-0.047	-0.041	0.139	-0.045	0.967	0.326	-0.078	-0.274
RNU1-4|chr1	6060	1p36.13	0.107	-0.047	-0.041	0.139	-0.045	0.967	0.326	-0.078	-0.274
LOC100132147	100132147	1p36.13	0.120	-0.030	-0.034	0.137	-0.056	1.202	0.399	-0.054	-0.305
FAM231B	100133301	1p36.13	0.120	-0.030	-0.034	0.137	-0.056	1.202	0.399	-0.054	-0.305
MIR3675	100500876	1p36.13	0.120	-0.030	-0.034	0.137	-0.056	1.202	0.399	-0.054	-0.305
NBPF1	55672	1p36.13	0.120	-0.030	-0.034	0.137	-0.056	1.202	0.399	-0.054	-0.305
CROCCP2	84809	1p36.13	0.120	-0.030	-0.034	0.137	-0.056	1.202	0.399	-0.054	-0.305
MST1P2	11209	1p36.13	0.120	-0.030	-0.034	0.137	-0.056	1.202	0.399	-0.054	-0.305
FAM231A	729574	1p36.13	0.120	-0.030	-0.034	0.137	-0.056	1.202	0.399	-0.054	-0.305
FAM231C	729587	1p36.13	0.120	-0.030	-0.034	0.137	-0.056	1.202	0.399	-0.054	-0.305
ESPNP	284729	1p36.13	0.120	-0.030	-0.034	0.137	-0.056	1.202	0.399	-0.054	-0.305
MST1L	11223	1p36.13	0.120	-0.030	-0.034	0.137	-0.056	1.202	0.399	-0.054	-0.305
LOC105376805	105376805	1p36.13	0.120	-0.030	-0.034	0.137	-0.056	1.202	0.399	-0.054	-0.305
CROCC	9696	1p36.13	0.120	-0.030	-0.034	0.137	-0.056	0.385	0.157	-0.054	-0.305
MFAP2	4237	1p36.13	0.120	-0.030	-0.034	0.137	-0.056	-0.268	-0.326	-0.054	-0.305
ATP13A2	23400	1p36.13	0.120	-0.030	-0.034	0.137	-0.056	-0.268	-0.326	-0.054	-0.305
SDHB	6390	1p36.13	0.120	-0.030	-0.034	0.137	-0.056	-0.268	-0.326	-0.054	-0.305
PADI2	11240	1p36.13	0.120	-0.030	-0.034	0.137	-0.056	-0.268	-0.326	-0.054	-0.025
PADI1	29943	1p36.13	0.120	-0.030	-0.034	0.137	-0.056	-0.268	-0.326	-0.054	0.143
PADI3	51702	1p36.13	0.120	-0.030	-0.034	0.137	-0.056	-0.268	-0.326	-0.054	-0.073
MIR3972	100616188	1p36.13	0.120	-0.030	-0.034	0.137	-0.056	-0.268	-0.326	-0.054	-0.288
PADI4	23569	1p36.13	0.120	-0.030	-0.034	0.137	-0.056	-0.268	-0.326	-0.054	-0.288
PADI6	353238	1p36.13	0.120	-0.030	-0.034	0.137	-0.056	-0.268	-0.326	-0.054	-0.288
RCC2	55920	1p36.13	0.120	-0.030	-0.034	0.137	-0.056	-0.268	-0.326	-0.054	-0.288
ARHGEF10L	55160	1p36.13	0.120	-0.030	-0.034	0.137	-0.056	-0.268	-0.326	0.136	0.093
ACTL8	81569	1p36.13	0.120	-0.030	-0.034	0.137	-0.056	-0.268	-0.326	0.292	0.257
LOC101927876	101927876	1p36.13	0.120	-0.030	-0.034	0.137	-0.056	-0.268	-0.326	0.292	0.257
IGSF21	84966	1p36.13	0.120	-0.030	-0.034	0.137	-0.056	-0.268	-0.326	0.292	0.257
KLHDC7A	127707	1p36.13	0.120	-0.030	-0.034	0.137	-0.056	-0.268	-0.326	0.292	0.257
PAX7	5081	1p36.13	0.120	-0.030	-0.034	0.137	-0.056	-0.268	-0.326	0.292	0.257
TAS1R2	80834	1p36.13	0.120	-0.030	-0.034	0.137	-0.056	-0.268	-0.326	0.292	0.257
ALDH4A1	8659	1p36.13	0.120	-0.030	-0.034	0.137	-0.056	-0.268	-0.326	0.292	0.257
MIR4695	100616120	1p36.13	0.120	-0.030	-0.034	0.137	-0.056	-0.268	-0.326	0.292	0.257
MIR1290	100302276	1p36.13	0.120	-0.030	-0.034	0.137	-0.056	-0.268	-0.326	0.292	0.257
IFFO2	126917	1p36.13	0.120	-0.030	-0.034	0.137	-0.056	-0.268	-0.086	0.292	0.257
UBR4	23352	1p36.13	0.120	-0.030	-0.034	0.137	-0.056	-0.268	-0.006	-0.072	0.162
LOC101927895	101927895	1p36.13	0.120	-0.030	-0.034	0.137	-0.056	-0.268	-0.006	-0.227	-0.219
EMC1	23065	1p36.13	0.120	-0.030	-0.034	0.137	-0.056	-0.268	-0.006	-0.227	-0.219
MRTO4	51154	1p36.13	0.120	-0.030	-0.034	0.137	-0.056	-0.268	-0.006	-0.227	-0.219
AKR7L	246181	1p36.13	0.120	-0.030	-0.034	0.137	-0.056	-0.268	-0.006	-0.227	-0.219
AKR7A3	22977	1p36.13	0.120	-0.030	-0.034	0.137	-0.056	-0.268	-0.006	-0.227	-0.219
LOC100506730	100506730	1p36.13	0.120	-0.030	-0.034	0.137	-0.056	-0.268	-0.006	-0.227	-0.219
AKR7A2	8574	1p36.13	0.120	-0.030	-0.034	0.137	-0.056	-0.268	-0.006	-0.227	-0.219
PQLC2	54896	1p36.13	0.120	-0.030	-0.034	0.137	-0.056	-0.268	-0.006	-0.227	-0.219
CAPZB	832	1p36.13	0.120	-0.030	-0.034	0.137	-0.056	-0.268	-0.006	-0.227	-0.219
LOC105378614	105378614	1p36.13	0.120	-0.030	-0.034	0.137	-0.056	-0.268	-0.006	-0.227	-0.219
MINOS1-NBL1	100532736	1p36.13	0.120	-0.030	-0.034	0.137	-0.056	-0.268	-0.006	-0.227	-0.219
MINOS1	440574	1p36.13	0.120	-0.030	-0.034	0.137	-0.056	-0.268	-0.006	-0.227	-0.219
RPS14P3	644068	1p36.13	0.120	-0.030	-0.034	0.137	-0.056	-0.268	-0.006	-0.227	-0.219
NBL1	4681	1p36.13	0.120	-0.030	-0.034	0.137	-0.056	-0.268	-0.006	-0.227	-0.219
HTR6	3362	1p36.13	0.120	-0.030	-0.034	0.137	-0.056	-0.268	-0.006	-0.227	-0.219
TMCO4	255104	1p36.13	0.120	-0.030	-0.034	0.137	-0.056	-0.268	-0.006	-0.227	-0.219
RNF186	54546	1p36.13	0.120	-0.030	-0.034	0.137	-0.056	-0.268	-0.006	-0.227	-0.219
OTUD3	23252	1p36.13	0.120	-0.030	-0.034	0.137	-0.056	-0.268	-0.006	-0.104	-0.219
PLA2G2E	30814	1p36.13	0.120	-0.030	-0.034	0.137	-0.056	-0.268	-0.006	0.142	-0.219
PLA2G2A	5320	1p36.13	0.120	-0.030	-0.034	0.137	-0.056	-0.268	-0.006	0.142	-0.219
PLA2G5	5322	1p36.13	0.120	-0.030	-0.034	0.137	-0.056	-0.268	-0.006	0.142	-0.219
PLA2G2D	26279	1p36.12	0.120	-0.030	-0.034	0.137	-0.056	-0.268	-0.006	0.142	-0.219
PLA2G2F	64600	1p36.12	0.120	-0.030	-0.034	0.137	-0.056	-0.268	-0.006	0.142	-0.219
PLA2G2C	391013	1p36.12	0.120	-0.030	-0.034	0.137	-0.056	-0.268	-0.006	0.142	-0.219
UBXN10-AS1	101928017	1p36.12	0.120	-0.030	-0.034	0.137	-0.056	-0.268	-0.006	0.142	-0.219
UBXN10	127733	1p36.12	0.120	-0.030	-0.034	0.137	-0.056	-0.268	-0.006	0.142	-0.219
VWA5B1	127731	1p36.12	0.120	-0.030	-0.034	0.137	-0.056	-0.268	-0.006	0.142	-0.219
LINC01141	339505	1p36.12	0.120	-0.030	-0.034	0.137	-0.056	-0.268	-0.006	0.142	-0.219
CAMK2N1	55450	1p36.12	0.120	-0.030	-0.034	0.137	-0.056	-0.268	-0.006	0.142	-0.219
MUL1	79594	1p36.12	0.120	-0.030	-0.034	0.137	-0.056	-0.268	-0.006	0.142	-0.219
FAM43B	163933	1p36.12	0.120	-0.030	-0.034	0.137	-0.056	-0.268	-0.006	-0.284	-0.219
CDA	978	1p36.12	0.120	-0.030	-0.034	0.137	-0.056	-0.268	-0.006	-0.284	-0.219
MIR6084	102464833	1p36.12	0.120	-0.030	-0.034	0.137	-0.056	-0.268	-0.006	-0.284	-0.219
PINK1	65018	1p36.12	0.120	-0.030	-0.034	0.137	-0.056	-0.268	-0.006	-0.284	-0.219
PINK1-AS	100861548	1p36.12	0.120	-0.030	-0.034	0.137	-0.056	-0.268	-0.006	-0.284	-0.219
DDOST	1650	1p36.12	0.120	-0.030	-0.034	0.137	-0.056	-0.268	-0.006	-0.284	-0.219
KIF17	57576	1p36.12	0.120	-0.030	-0.034	0.137	-0.056	-0.268	-0.006	-0.284	-0.219
SH2D5	400745	1p36.12	0.120	-0.030	-0.034	0.137	-0.056	-0.268	-0.006	-0.284	-0.219
HP1BP3	50809	1p36.12	0.120	-0.030	-0.034	0.137	-0.056	-0.268	-0.006	-0.284	-0.219
EIF4G3	8672	1p36.12	0.120	-0.030	-0.034	0.137	-0.056	-0.268	-0.006	-0.284	-0.219
MIR1256	100302155	1p36.12	0.120	-0.030	-0.034	0.137	-0.056	-0.268	-0.006	-0.284	-0.219
ECE1	1889	1p36.12	0.120	-0.030	-0.034	0.137	-0.056	-0.268	-0.006	-0.284	-0.219
LOC100506801	100506801	1p36.12	0.120	-0.030	-0.034	0.137	-0.056	-0.268	-0.006	-0.284	-0.219
NBPF3	84224	1p36.12	0.120	-0.030	-0.034	0.137	-0.056	-0.268	-0.006	0.067	-0.219
ALPL	249	1p36.12	0.120	-0.030	-0.034	0.137	-0.056	-0.268	-0.006	0.184	-0.219
RAP1GAP	5909	1p36.12	0.120	-0.030	-0.034	0.137	-0.056	-0.268	-0.006	-0.049	-0.219
USP48	84196	1p36.12	0.120	-0.030	-0.034	0.137	-0.056	-0.268	-0.006	-0.244	-0.219
LDLRAD2	401944	1p36.12	0.120	-0.030	-0.034	0.137	-0.056	-0.268	-0.216	-0.244	-0.219
HSPG2	3339	1p36.12	0.120	-0.030	-0.034	0.137	-0.056	-0.268	-0.530	-0.306	-0.219
CELA3B	23436	1p36.12	0.120	-0.030	-0.034	0.137	-0.056	-0.268	-0.303	-0.409	-0.219
CELA3A	10136	1p36.12	0.120	-0.030	-0.034	0.137	-0.056	-0.268	-0.075	-0.409	-0.219
LINC00339	29092	1p36.12	0.120	-0.030	-0.034	0.137	-0.033	-0.268	-0.075	-0.409	-0.219
LOC101928043	101928043	1p36.12	0.120	-0.030	-0.034	0.137	-0.033	-0.268	-0.075	-0.409	-0.219
CDC42	998	1p36.12	0.120	-0.030	-0.034	0.137	-0.033	-0.268	-0.075	-0.301	-0.068
WNT4	54361	1p36.12	0.120	-0.030	-0.034	0.137	-0.033	-0.268	-0.075	0.077	0.053
MIR4418	100616433	1p36.12	0.120	-0.030	-0.034	0.137	-0.033	-0.268	-0.075	0.077	0.053
ZBTB40	9923	1p36.12	0.120	-0.030	-0.034	0.137	-0.033	-0.268	-0.075	0.077	0.053
EPHA8	2046	1p36.12	0.120	-0.030	-0.034	0.137	-0.033	-0.268	-0.075	0.077	0.053
C1QA	712	1p36.12	0.120	-0.030	-0.034	0.137	-0.033	-0.268	-0.075	0.077	0.053
MIR6127	102466615	1p36.12	0.120	-0.030	-0.034	0.137	-0.033	-0.268	-0.075	0.077	0.053
C1QC	714	1p36.12	0.120	-0.030	-0.034	0.137	-0.033	-0.268	-0.075	0.077	0.053
C1QB	713	1p36.12	0.120	-0.030	-0.034	0.137	-0.033	-0.268	-0.075	0.077	0.053
EPHB2	2048	1p36.12	0.120	-0.030	-0.034	0.137	-0.033	-0.268	-0.075	0.077	0.053
MIR4684	100616391	1p36.12	0.120	-0.030	-0.034	0.137	-0.033	-0.268	-0.075	0.077	0.053
MIR4253	100422914	1p36.12	0.120	-0.030	-0.034	0.137	-0.033	-0.268	-0.075	0.077	0.053
LACTBL1	646262	1p36.12	0.120	-0.030	-0.034	0.137	-0.033	-0.268	-0.075	0.077	0.053
C1orf234	729059	1p36.12	0.120	-0.030	-0.034	0.137	-0.033	-0.268	-0.075	0.077	0.053
KDM1A	23028	1p36.12	0.120	-0.030	-0.034	0.137	-0.033	-0.268	-0.075	0.077	0.053
MIR3115	100422866	1p36.12	0.120	-0.030	-0.034	0.137	-0.033	-0.268	-0.075	0.077	0.053
MIR4419A	100616177	1p36.12	0.120	-0.030	-0.034	0.137	-0.033	-0.268	-0.075	0.077	0.053
LUZP1	7798	1p36.12	0.120	-0.030	-0.034	0.137	-0.033	-0.268	-0.075	-0.185	-0.256
HTR1D	3352	1p36.12	0.120	-0.030	-0.034	0.137	-0.033	-0.268	-0.075	-0.301	-0.312
LINC01355	100996511	1p36.12	0.120	-0.030	-0.034	0.137	-0.033	-0.268	-0.075	-0.301	-0.312
HNRNPR	10236	1p36.12	0.120	-0.030	-0.034	0.137	-0.033	-0.268	-0.075	-0.301	-0.312
ZNF436	80818	1p36.12	0.120	-0.030	-0.034	0.137	-0.033	-0.268	-0.075	-0.301	-0.312
ZNF436-AS1	148898	1p36.12	0.120	-0.030	-0.034	0.137	-0.033	-0.268	-0.075	-0.301	-0.312
TCEA3	6920	1p36.12	0.120	-0.030	-0.034	0.137	-0.033	-0.268	-0.075	-0.301	-0.312
ASAP3	55616	1p36.12	0.120	-0.030	-0.034	0.137	-0.033	-0.268	0.085	-0.301	-0.312
E2F2	1870	1p36.12	0.120	-0.030	-0.034	0.137	-0.033	-0.268	0.245	-0.301	-0.312
LOC101928163	101928163	1p36.12	0.120	-0.030	-0.034	0.137	-0.033	-0.268	0.245	-0.301	-0.312
ID3	3399	1p36.12	0.120	-0.030	-0.034	0.137	-0.033	-0.268	0.245	-0.301	-0.312
MDS2	259283	1p36.11	0.120	-0.030	-0.034	0.137	-0.033	-0.268	0.245	-0.301	-0.312
RPL11	6135	1p36.11	0.120	-0.030	-0.034	0.137	-0.033	-0.268	0.245	-0.301	-0.312
TCEB3	6924	1p36.11	0.120	-0.030	-0.034	0.137	-0.033	-0.268	0.245	-0.301	-0.312
TCEB3-AS1	100506963	1p36.11	0.120	-0.030	-0.034	0.137	-0.033	-0.268	0.245	-0.301	-0.312
PITHD1	57095	1p36.11	0.120	-0.030	-0.034	0.137	-0.033	-0.268	0.245	-0.301	-0.312
GALE	2582	1p36.11	0.120	-0.030	-0.034	0.137	-0.033	-0.268	0.245	-0.301	-0.312
LYPLA2	11313	1p36.11	0.120	-0.030	-0.034	0.137	-0.033	-0.268	0.245	-0.301	-0.312
HMGCL	3155	1p36.11	0.120	-0.030	-0.034	0.137	-0.033	-0.268	0.245	-0.301	-0.312
FUCA1	2517	1p36.11	0.120	-0.030	-0.034	0.137	-0.033	-0.268	0.245	-0.301	-0.312
CNR2	1269	1p36.11	0.120	-0.030	-0.034	0.137	-0.033	-0.268	0.245	-0.301	-0.312
MIR378F	100616492	1p36.11	0.120	-0.030	-0.034	0.137	-0.033	-0.268	0.245	-0.301	-0.312
PNRC2	55629	1p36.11	0.120	-0.030	-0.034	0.137	-0.033	-0.268	0.245	-0.301	-0.312
SRSF10	10772	1p36.11	0.120	-0.030	-0.034	0.137	-0.033	-0.268	0.245	-0.301	-0.312
MYOM3	127294	1p36.11	0.120	-0.030	-0.034	0.137	-0.033	-0.268	0.245	-0.148	-0.124
IL22RA1	58985	1p36.11	0.120	-0.030	-0.034	0.137	-0.033	-0.268	0.245	0.044	-0.071
IFNLR1	163702	1p36.11	0.120	-0.030	0.164	0.137	-0.033	-0.268	0.245	0.044	-0.071
LOC284632	284632	1p36.11	0.120	-0.030	0.263	0.137	-0.033	-0.268	0.245	0.044	-0.071
GRHL3	57822	1p36.11	0.120	-0.030	0.263	0.137	-0.033	-0.268	0.245	0.044	0.106
STPG1	90529	1p36.11	0.120	-0.030	0.263	0.137	-0.033	-0.268	0.245	0.044	0.165
NIPAL3	57185	1p36.11	0.120	-0.030	0.263	0.137	-0.033	-0.268	0.245	-0.021	0.041
RCAN3AS	100750325	1p36.11	0.120	-0.030	0.263	0.137	-0.033	-0.268	0.245	-0.247	-0.396
RCAN3	11123	1p36.11	0.120	-0.030	0.263	0.137	-0.033	-0.268	0.245	-0.247	-0.396
LOC100506985	100506985	1p36.11	0.120	-0.030	0.263	0.137	-0.033	-0.268	0.245	-0.247	-0.396
NCMAP	400746	1p36.11	0.120	-0.030	0.263	0.137	-0.033	-0.268	0.245	-0.247	-0.396
SRRM1	10250	1p36.11	0.120	-0.030	0.263	0.137	-0.033	-0.268	0.245	-0.247	-0.396
CLIC4	25932	1p36.11	0.120	-0.030	0.263	0.137	-0.033	-0.268	0.245	-0.247	-0.287
RUNX3	864	1p36.11	0.120	-0.030	0.263	0.137	-0.033	-0.268	0.245	-0.247	0.310
MIR6731	102465437	1p36.11	0.120	-0.030	0.263	0.137	-0.033	-0.268	0.245	-0.247	0.310
MIR4425	100616365	1p36.11	0.120	-0.030	0.263	0.137	-0.033	-0.268	0.245	-0.247	0.310
SYF2	25949	1p36.11	0.120	-0.030	0.263	0.137	-0.033	-0.268	0.245	-0.247	-0.824
RSRP1	57035	1p36.11	0.120	-0.030	0.263	0.137	-0.033	-0.268	0.245	-0.247	-0.824
RHD	6007	1p36.11	0.120	-0.030	0.263	0.137	-0.033	-0.268	0.245	-0.247	-0.824
TMEM50A	23585	1p36.11	0.120	-0.030	0.263	0.137	-0.033	-0.268	0.245	-0.247	-0.409
RHCE	6006	1p36.11	0.120	-0.030	0.263	0.137	-0.033	-0.268	0.245	-0.247	-0.201
TMEM57	55219	1p36.11	0.120	-0.030	0.263	0.137	-0.033	-0.268	0.245	-0.247	-0.201
LDLRAP1	26119	1p36.11	0.120	-0.030	0.263	0.137	-0.033	-0.268	0.245	-0.247	-0.201
MAN1C1	57134	1p36.11	0.120	-0.030	0.263	0.137	-0.033	-0.268	0.245	-0.247	-0.201
SEPN1	57190	1p36.11	0.120	-0.030	0.263	0.137	-0.033	-0.268	0.245	-0.247	-0.201
LOC646471	646471	1p36.11	0.120	-0.030	0.263	0.137	-0.033	-0.268	0.245	-0.247	-0.201
MTFR1L	56181	1p36.11	0.120	-0.030	0.263	0.137	-0.033	-0.268	0.245	-0.247	-0.201
AUNIP	79000	1p36.11	0.120	-0.030	0.263	0.137	-0.033	-0.268	0.245	-0.247	-0.201
PAQR7	164091	1p36.11	0.120	-0.030	0.263	0.137	-0.033	-0.268	0.245	-0.247	-0.201
STMN1	3925	1p36.11	0.120	-0.030	0.263	0.137	-0.033	-0.268	0.245	-0.247	-0.201
MIR3917	100500808	1p36.11	0.120	-0.030	0.263	0.137	-0.033	-0.268	0.245	-0.247	-0.201
PAFAH2	5051	1p36.11	0.120	-0.030	0.263	0.137	-0.033	-0.268	0.059	-0.247	-0.201
EXTL1	2134	1p36.11	0.120	-0.030	0.263	0.137	-0.033	-0.268	-0.313	-0.247	-0.201
SLC30A2	7780	1p36.11	0.120	-0.030	0.263	0.137	-0.033	-0.268	-0.313	-0.247	-0.201
TRIM63	84676	1p36.11	0.120	-0.030	0.263	0.137	-0.033	-0.268	-0.313	-0.247	-0.201
PDIK1L	149420	1p36.11	0.120	-0.030	0.263	0.137	-0.033	-0.268	-0.313	-0.247	-0.201
FAM110D	79927	1p36.11	0.120	-0.030	0.263	0.137	-0.033	-0.268	-0.313	-0.247	-0.201
ZNF593	51042	1p36.11	0.120	-0.030	0.263	0.137	-0.033	-0.268	-0.313	-0.247	-0.201
CNKSR1	10256	1p36.11	0.120	-0.030	0.263	0.137	-0.033	-0.268	-0.313	-0.247	-0.201
CATSPER4	378807	1p36.11	0.120	-0.030	0.263	0.137	-0.033	-0.268	-0.077	-0.247	-0.201
LOC101928303	101928303	1p36.11	0.120	-0.030	0.263	0.137	-0.033	-0.268	0.278	-0.247	-0.201
CEP85	64793	1p36.11	0.120	-0.030	0.263	0.137	-0.033	-0.268	0.278	-0.247	-0.201
SH3BGRL3	83442	1p36.11	0.120	-0.030	0.263	0.137	-0.033	-0.268	0.278	-0.247	-0.201
UBXN11	91544	1p36.11	0.120	-0.030	0.263	0.137	-0.033	-0.268	0.278	-0.247	-0.201
CD52	1043	1p36.11	0.120	-0.030	0.263	0.137	-0.033	-0.268	0.278	-0.247	-0.201
AIM1L	55057	1p36.11	0.120	-0.030	0.263	0.137	-0.033	-0.268	0.278	-0.247	-0.201
ZNF683	257101	1p36.11	0.120	-0.030	0.263	0.137	-0.033	-0.268	0.278	-0.247	-0.201
