chromosome	start	end	strand	gene_name	gene_type
chr1	14774469	14777727	-	ENSG00000287756	lncRNA
chr1	15111815	15153618	-	TMEM51-AS1	lncRNA
chr1	15152532	15220478	+	TMEM51	protein_coding
chr1	15164344	15171317	-	TMEM51-AS2	lncRNA
chr1	15191828	15192845	-	MFFP1	processed_pseudogene
chr1	15226373	15227549	+	ZBTB2P1	processed_pseudogene
chr1	15236521	15400283	+	FHAD1	protein_coding
chr1	15326680	15343876	-	FHAD1-AS1	lncRNA
chr1	15334166	15335464	-	ENSG00000236045	lncRNA
chr1	15402979	15409433	-	EFHD2-AS1	lncRNA
chr1	15409888	15430339	+	EFHD2	protein_coding
chr1	15438442	15449242	+	CTRC	protein_coding
chr1	15456728	15472091	+	CELA2A	protein_coding
chr1	15465909	15491395	+	CELA2B	protein_coding
chr1	15490832	15526534	-	CASP9	protein_coding
chr1	15526813	15592379	+	DNAJC16	protein_coding
chr1	15542165	15542304	+	SCARNA21B	scaRNA
chr1	15565611	15565956	-	ENSG00000272510	lncRNA
chr1	15571699	15585051	-	AGMAT	protein_coding
chr1	15586136	15603626	-	ENSG00000237301	lncRNA
chr1	15604597	15605043	+	CHCHD2P6	processed_pseudogene
chr1	15608078	15608145	-	RNU7-179P	snRNA
chr1	15614643	15614867	-	CD24P1	processed_pseudogene
chr1	15617458	15669044	+	DDI2	protein_coding
chr1	15659713	15662033	+	RSC1A1	protein_coding
chr1	15682873	15683128	-	ENSG00000271742	lncRNA
chr1	15684320	15734769	+	PLEKHM2	protein_coding
chr1	15720312	15736896	-	ENSG00000237938	lncRNA
chr1	15736258	15741392	+	SLC25A34	protein_coding
chr1	15740048	15749896	-	SLC25A34-AS1	lncRNA
chr1	15742499	15747982	+	TMEM82	protein_coding
chr1	15756607	15786594	+	FBLIM1	protein_coding
chr1	15792796	15793285	+	RPL12P14	processed_pseudogene
chr1	15807169	15809348	-	UQCRHL	protein_coding
chr1	15828232	15828669	+	ENSG00000178715	processed_pseudogene
chr1	15834474	15848147	-	FLJ37453	lncRNA
chr1	15836095	15940456	+	SPEN	protein_coding
chr1	15917698	15917908	-	ENSG00000270620	unprocessed_pseudogene
chr1	15941869	15976132	-	ZBTB17	protein_coding
chr1	15969632	15970194	+	ENSG00000234607	processed_pseudogene
chr1	15988182	15988441	+	ENSG00000231353	unprocessed_pseudogene
chr1	15989140	15989375	-	ENSG00000275503	processed_pseudogene
chr1	15989871	15994751	+	TBC1D3P6	unprocessed_pseudogene
chr1	16004236	16008807	+	SRARP	protein_coding
chr1	16006160	16006671	-	ENSG00000233078	lncRNA
chr1	16014028	16019594	-	HSPB7	protein_coding
chr1	16018875	16034050	+	CLCNKA	protein_coding
chr1	16035178	16040029	-	ENSG00000232456	unprocessed_pseudogene
chr1	16040252	16057311	+	CLCNKB	protein_coding
chr1	16057769	16073651	-	FAM131C	protein_coding
chr1	16124337	16156069	-	EPHA2	protein_coding
chr1	16155176	16158148	+	EPHA2-AS1	lncRNA
chr1	16159266	16161883	+	ENSG00000224621	lncRNA
chr1	16197854	16198357	+	ARHGEF19-AS1	lncRNA
chr1	16197854	16212652	-	ARHGEF19	protein_coding
chr1	16215907	16228027	-	ANO7L1	transcribed_unprocessed_pseudogene
chr1	16228674	16231335	-	ENSG00000288398	lncRNA
chr1	16231692	16237183	-	CPLANE2	protein_coding
chr1	16241213	16241398	-	MT1XP1	processed_pseudogene
chr1	16246840	16352480	-	FBXO42	protein_coding
chr1	16352575	16398145	+	SZRD1	protein_coding
chr1	16369150	16369530	-	RPL22P3	processed_pseudogene
chr1	16387117	16437424	-	SPATA21	protein_coding
chr1	16440721	16460078	+	NECAP2	protein_coding
chr1	16460948	16468481	+	LINC01772	lncRNA
chr1	16467436	16499257	-	CROCCP3	transcribed_unprocessed_pseudogene
chr1	16514122	16514285	-	RNU1-1	snRNA
chr1	16514645	16515754	+	ENSG00000261135	lncRNA
chr1	16515034	16521788	+	ENSG00000285853	lncRNA
chr1	16520694	16521796	+	ENSG00000224174	lncRNA
chr1	16533886	16535649	-	LINC01783	lncRNA
chr1	16534081	16534224	-	RNU1-6P	snRNA
chr1	16548651	16552531	-	PDE4DIPP8	unprocessed_pseudogene
chr1	16562319	16613562	-	NBPF1	protein_coding
chr1	16617391	16617729	+	ENSG00000271732	lncRNA
chr1	16618253	16657232	-	CROCCP2	transcribed_unprocessed_pseudogene
chr1	16642767	16643109	-	ENSG00000283773	transcribed_unprocessed_pseudogene
chr1	16645622	16650289	+	MST1P2	unprocessed_pseudogene
chr1	16656879	16667524	+	ENSG00000282143	lncRNA
chr1	16666785	16666948	-	RNU1-3	snRNA
chr1	16681097	16688749	-	ENSG00000280114	unprocessed_pseudogene
chr1	16685621	16686055	-	EIF1AXP1	processed_pseudogene
chr1	16687339	16720157	-	ESPNP	transcribed_unprocessed_pseudogene
chr1	16701546	16705594	+	ENSG00000279151	lncRNA
chr1	16739938	16750589	-	ENSG00000282740	lncRNA
chr1	16740273	16972964	+	CROCC	protein_coding
chr1	16740280	16750968	+	CROCCP4	transcribed_unprocessed_pseudogene
chr1	16740516	16740679	+	RNU1-4	snRNA
chr1	16754910	16770237	-	MST1L	transcribed_unprocessed_pseudogene
chr1	16851257	16853129	-	ENSG00000223643	lncRNA
chr1	16855407	16859284	+	PDE4DIPP9	unprocessed_pseudogene
chr1	16858949	16859021	-	MIR3675	miRNA
chr1	16870945	16883659	+	ENSG00000228549	lncRNA
chr1	16873708	16873851	+	RNU1-5P	snRNA
chr1	16887577	16889725	-	ENSG00000238142	lncRNA
chr1	16889095	16889602	+	ENSG00000235241	processed_pseudogene
chr1	16895980	16896143	+	RNU1-2	snRNA
chr1	16904339	16904776	-	ENSG00000272426	lncRNA
chr1	16974502	16980632	-	MFAP2	protein_coding
chr1	16976302	16977792	+	ENSG00000286898	lncRNA
chr1	16978926	17005091	+	ENSG00000226526	lncRNA
chr1	16985958	17011928	-	ATP13A2	protein_coding
chr1	17005068	17011757	-	ENSG00000288636	protein_coding
chr1	17018722	17054032	-	SDHB	protein_coding
chr1	17066761	17119451	-	PADI2	protein_coding
chr1	17189783	17197617	+	LINC02783	lncRNA
chr1	17193232	17201733	-	ENSG00000282843	lncRNA
chr1	17205128	17246007	+	PADI1	protein_coding
chr1	17249098	17284233	+	PADI3	protein_coding
chr1	17277889	17277975	+	MIR3972	miRNA
chr1	17308195	17364004	+	PADI4	protein_coding
chr1	17372196	17401699	+	PADI6	protein_coding
chr1	17406760	17407382	+	RCC2-AS1	lncRNA
chr1	17406760	17439677	-	RCC2	protein_coding
chr1	17539698	17697874	+	ARHGEF10L	protein_coding
chr1	17717625	17749978	+	LINC02810	lncRNA
chr1	17755333	17827063	+	ACTL8	protein_coding
chr1	18015712	18045612	+	ENSG00000284653	lncRNA
chr1	18065657	18074412	+	LINC01654	lncRNA
chr1	18107798	18378483	+	IGSF21	protein_coding
chr1	18109389	18115861	+	ENSG00000280222	TEC
chr1	18166929	18179346	-	IGSF21-AS1	lncRNA
chr1	18385829	18388514	+	ENSG00000225387	lncRNA
chr1	18480930	18485974	+	KLHDC7A	protein_coding
chr1	18513118	18513383	+	DYNLL1P3	processed_pseudogene
chr1	18595414	18595636	+	ENSG00000225478	processed_pseudogene
chr1	18630846	18748866	+	PAX7	protein_coding
chr1	18839599	18859682	-	TAS1R2	protein_coding
chr1	18871430	18902724	-	ALDH4A1	protein_coding
chr1	18883202	18883275	-	MIR4695	miRNA
chr1	18897071	18897148	-	MIR1290	miRNA
chr1	18904280	18956676	-	IFFO2	protein_coding
chr1	19072110	19075511	-	ENSG00000272084	lncRNA
chr1	19074510	19210266	-	UBR4	protein_coding
chr1	19210355	19240704	+	EMC1-AS1	lncRNA
chr1	19215660	19251552	-	EMC1	protein_coding
chr1	19251805	19260128	+	MRTO4	protein_coding
chr1	19260521	19262307	-	ENSG00000286064	unprocessed_pseudogene
chr1	19265982	19274194	-	AKR7L	polymorphic_pseudogene
chr1	19282573	19288770	-	AKR7A3	protein_coding
chr1	19297080	19297903	+	ENSG00000270728	processed_pseudogene
chr1	19303965	19312144	-	AKR7A2	protein_coding
chr1	19305076	19305182	-	RNU6-1099P	snRNA
chr1	19312326	19329300	+	SLC66A1	protein_coding
chr1	19338775	19485539	-	CAPZB	protein_coding
chr1	19424384	19424671	+	RN7SL277P	misc_RNA
chr1	19484403	19629821	+	MICOS10	protein_coding
chr1	19510593	19510733	+	RNU4-28P	snRNA
chr1	19591802	19596832	-	MICOS10-DT	lncRNA
chr1	19596979	19658456	+	NBL1	protein_coding
chr1	19597067	19656927	+	MICOS10-NBL1	protein_coding
chr1	19608114	19608568	+	ENSG00000226396	processed_pseudogene
chr1	19664875	19680966	+	HTR6	protein_coding
chr1	19682240	19799945	-	TMCO4	protein_coding
chr1	19814029	19815283	-	RNF186	protein_coding
chr1	19814367	19819502	+	RNF186-AS1	lncRNA
chr1	19882395	19912945	+	OTUD3	protein_coding
chr1	19920009	19923617	-	PLA2G2E	protein_coding
chr1	19970969	19971269	+	RN7SL304P	misc_RNA
chr1	19975431	19980416	-	PLA2G2A	protein_coding
chr1	20028179	20091911	+	PLA2G5	protein_coding
chr1	20111939	20119566	-	PLA2G2D	protein_coding
chr1	20139323	20150381	+	PLA2G2F	protein_coding
chr1	20154171	20160568	+	ENSG00000227066	lncRNA
chr1	20161253	20186518	-	PLA2G2C	protein_coding
chr1	20186096	20196050	+	UBXN10	protein_coding
chr1	20243095	20244664	+	LINC01757	lncRNA
chr1	20272018	20275005	+	ENSG00000284710	lncRNA
chr1	20290875	20359518	+	VWA5B1	protein_coding
chr1	20294211	20323187	-	ENSG00000226664	lncRNA
chr1	20360579	20431234	-	LINC01141	lncRNA
chr1	20412304	20413253	-	ENSG00000226487	lncRNA
chr1	20476222	20478937	+	ENSG00000284641	lncRNA
chr1	20478779	20480397	-	ENSG00000284743	lncRNA
chr1	20482391	20486210	-	CAMK2N1	protein_coding
chr1	20486358	20487374	-	ENSG00000289402	lncRNA
chr1	20499448	20508151	-	MUL1	protein_coding
chr1	20525989	20526751	+	RPS4XP4	processed_pseudogene
chr1	20552573	20555020	+	FAM43B	protein_coding
chr1	20589086	20618903	+	CDA	protein_coding
chr1	20633458	20651511	+	PINK1	protein_coding
chr1	20633679	20633788	+	MIR6084	miRNA
chr1	20642657	20652193	-	PINK1-AS	lncRNA
chr1	20651767	20661544	-	DDOST	protein_coding
chr1	20664014	20718017	-	KIF17	protein_coding
chr1	20692734	20694013	-	ENSG00000235432	unprocessed_pseudogene
chr1	20719731	20732837	-	SH2D5	protein_coding
chr1	20732880	20733952	+	ENSG00000233069	lncRNA
chr1	20740266	20787323	-	HP1BP3	protein_coding
chr1	20806292	21177285	-	EIF4G3	protein_coding
chr1	20841241	20841302	+	RNU7-200P	snRNA
chr1	20988314	20988432	-	MIR1256	miRNA
chr1	21003550	21003934	-	RPS15AP6	processed_pseudogene
chr1	21073639	21073753	-	ENSG00000236073	processed_pseudogene
chr1	21161475	21162081	+	HSPE1P27	processed_pseudogene
chr1	21177054	21178164	+	ENSG00000287192	lncRNA
chr1	21217247	21345572	-	ECE1	protein_coding
chr1	21266082	21267251	+	ENSG00000236936	lncRNA
chr1	21293290	21299874	+	ECE1-AS1	lncRNA
chr1	21397987	21398362	+	PPP1R11P1	processed_pseudogene
chr1	21411460	21413293	-	PDE4DIPP10	unprocessed_pseudogene
chr1	21415898	21417492	+	ENSG00000236009	lncRNA
chr1	21424625	21427967	-	NBPF2P	unprocessed_pseudogene
chr1	21428303	21429536	+	HS6ST1P1	processed_pseudogene
chr1	21434318	21437558	+	CROCCP5	unprocessed_pseudogene
chr1	21440128	21485005	+	NBPF3	protein_coding
chr1	21459756	21460082	-	PFN1P10	processed_pseudogene
chr1	21509397	21578410	+	ALPL	protein_coding
chr1	21547404	21554002	+	ENSG00000289715	protein_coding
chr1	21586472	21591187	+	LINC02596	lncRNA
chr1	21596221	21669357	-	RAP1GAP	protein_coding
chr1	21678298	21783606	-	USP48	protein_coding
chr1	21768269	21768575	+	ENSG00000231978	processed_pseudogene
chr1	21812265	21825225	+	LDLRAD2	protein_coding
chr1	21822244	21937310	-	HSPG2	protein_coding
chr1	21908098	21908580	+	ENSG00000232037	processed_pseudogene
chr1	21950679	21956871	-	ENSG00000283234	transcribed_unitary_pseudogene
chr1	21977022	21998642	+	CELA3B	protein_coding
chr1	21983606	22030617	+	ENSG00000285959	lncRNA
chr1	21987481	21987777	+	RN7SL386P	misc_RNA
chr1	21987816	21987919	+	RNU6-1022P	snRNA
chr1	22001657	22012542	+	CELA3A	protein_coding
chr1	22010650	22010946	+	RN7SL186P	misc_RNA
chr1	22010985	22011088	+	RNU6-776P	snRNA
chr1	22023990	22026048	-	LINC01635	lncRNA
chr1	22024558	22031223	+	LINC00339	lncRNA
chr1	22025142	22092943	+	ENSG00000289694	protein_coding
chr1	22028317	22052927	-	CDC42-AS1	lncRNA
chr1	22030527	22030748	+	ENSG00000285794	transcribed_processed_pseudogene
chr1	22052627	22101360	+	CDC42	protein_coding
chr1	22059197	22064199	+	CDC42-IT1	lncRNA
chr1	22068340	22068827	-	MPHOSPH6P1	processed_pseudogene
chr1	22117313	22143969	-	WNT4	protein_coding
chr1	22142850	22157401	+	ENSG00000285873	lncRNA
chr1	22266239	22266300	+	MIR4418	miRNA
chr1	22322840	22323331	-	PPIAP34	processed_pseudogene
chr1	22364630	22366482	-	ENSG00000279625	TEC
chr1	22428838	22531157	+	ZBTB40	protein_coding
chr1	22517474	22519708	+	ZBTB40-IT1	lncRNA
chr1	22563489	22603595	+	EPHA8	protein_coding
chr1	22633258	22633366	-	MIR6127	miRNA
chr1	22635077	22639678	+	C1QA	protein_coding
chr1	22636506	22644067	+	ENSG00000289692	protein_coding
chr1	22643014	22648110	+	C1QC	protein_coding
chr1	22652762	22661637	+	C1QB	protein_coding
chr1	22710839	22921500	+	EPHB2	protein_coding
chr1	22719517	22719598	+	MIR4684	miRNA
chr1	22835713	22836849	-	ENSG00000225952	lncRNA
chr1	22863159	22863226	-	MIR4253	miRNA
chr1	22953043	22972866	-	LACTBL1	protein_coding
chr1	23010834	23019100	-	TEX46	protein_coding
chr1	23019443	23083689	+	KDM1A	protein_coding
chr1	23020147	23088058	-	ENSG00000240553	lncRNA
chr1	23044305	23044372	+	MIR3115	miRNA
chr1	23057858	23057934	-	ENSG00000266802	miRNA
chr1	23084030	23177808	-	LUZP1	protein_coding
chr1	23140325	23141142	+	ENSG00000229010	processed_pseudogene
chr1	23162704	23162810	+	RNU6-514P	snRNA
chr1	23163953	23164053	+	RNU6-135P	snRNA
chr1	23167098	23167889	-	ENSG00000289014	lncRNA
chr1	23191895	23217502	-	HTR1D	protein_coding
chr1	23244765	23245224	+	ENSG00000215381	processed_pseudogene
chr1	23281307	23287488	-	LINC01355	lncRNA
chr1	23297797	23302866	+	ENSG00000284726	lncRNA
chr1	23303771	23344336	-	HNRNPR	protein_coding
chr1	23359448	23369836	-	ZNF436	protein_coding
chr1	23368949	23371839	+	ZNF436-AS1	lncRNA
chr1	23370254	23370346	+	Y_RNA	misc_RNA
chr1	23378380	23379029	-	ENSG00000271420	lncRNA
chr1	23380909	23424748	-	TCEA3	protein_coding
chr1	23410832	23412146	+	ENSG00000232482	processed_pseudogene
chr1	23428563	23484568	-	ASAP3	protein_coding
chr1	23506438	23531233	-	E2F2	protein_coding
chr1	23549139	23550915	-	ENSG00000235052	lncRNA
chr1	23557926	23559501	-	ID3	protein_coding
chr1	23576436	23593621	-	ENSG00000285802	lncRNA
chr1	23581495	23640568	+	MDS2	lncRNA
chr1	23670294	23680259	+	ENSG00000229239	unprocessed_pseudogene
chr1	23691742	23696835	+	RPL11	protein_coding
chr1	23706901	23778325	-	ELOA-AS1	lncRNA
chr1	23743448	23762059	+	ELOA	protein_coding
chr1	23778418	23788232	+	PITHD1	protein_coding
chr1	23791145	23795539	+	LYPLA2	protein_coding
chr1	23795599	23800781	-	GALE	protein_coding
chr1	23801885	23838620	-	HMGCL	protein_coding
chr1	23845077	23868290	-	FUCA1	protein_coding
chr1	23870515	23913362	-	CNR2	protein_coding
chr1	23901471	23902737	-	BTBD6P1	processed_pseudogene
chr1	23907111	23907885	+	ENSG00000232557	lncRNA
chr1	23929070	23929147	+	MIR378F	miRNA
chr1	23949016	23949383	-	H3P1	processed_pseudogene
chr1	23956839	23963462	+	PNRC2	protein_coding
chr1	23964347	23980927	-	SRSF10	protein_coding
chr1	24007881	24008519	-	ENSG00000215905	processed_pseudogene
chr1	24040835	24086799	+	ENSG00000225315	lncRNA
chr1	24056035	24112135	-	MYOM3	protein_coding
chr1	24066774	24083565	+	MYOM3-AS1	lncRNA
chr1	24119771	24143140	-	IL22RA1	protein_coding
chr1	24154168	24187959	-	IFNLR1	protein_coding
chr1	24199558	24364482	+	GRHL3	protein_coding
chr1	24200240	24211693	+	LINC02800	lncRNA
chr1	24307556	24321901	-	GRHL3-AS1	lncRNA
chr1	24356999	24416934	-	STPG1	protein_coding
chr1	24415802	24472976	+	NIPAL3	protein_coding
chr1	24476362	24476739	+	ENSG00000288982	lncRNA
chr1	24496254	24535400	-	RCAN3AS	lncRNA
chr1	24502351	24541040	+	RCAN3	protein_coding
chr1	24538802	24556024	-	NCMAP-DT	lncRNA
chr1	24556087	24609328	+	NCMAP	protein_coding
chr1	24563627	24563974	+	ENSG00000227312	processed_pseudogene
chr1	24625411	24625513	-	Y_RNA	misc_RNA
chr1	24631716	24673281	+	SRRM1	protein_coding
chr1	24704894	24717596	+	ENSG00000284699	lncRNA
chr1	24745382	24844321	+	CLIC4	protein_coding
chr1	24777873	24777979	-	RNU6-1208P	snRNA
chr1	24899511	24965121	-	RUNX3	protein_coding
chr1	24919345	24919416	-	MIR6731	miRNA
chr1	24961345	24963097	+	RUNX3-AS1	lncRNA
chr1	24968423	24970865	-	ENSG00000261025	lncRNA
chr1	25023503	25023586	+	MIR4425	miRNA
chr1	25041136	25047404	+	LINC02793	lncRNA
chr1	25043707	25113120	-	ENSG00000233755	lncRNA
chr1	25125053	25125454	-	IFITM3P7	processed_pseudogene
chr1	25208139	25209437	+	ENSG00000231953	lncRNA
chr1	25222276	25232502	-	SYF2	protein_coding
chr1	25232586	25234775	+	ENSG00000284602	lncRNA
chr1	25239494	25240253	+	ENSG00000284657	lncRNA
chr1	25242249	25338213	-	RSRP1	protein_coding
chr1	25247837	25248321	+	ENSG00000272432	lncRNA
chr1	25266102	25267136	-	ENSG00000261349	unprocessed_pseudogene
chr1	25272393	25330445	+	RHD	protein_coding
chr1	25294164	25294643	-	SDHDP6	processed_pseudogene
chr1	25336429	25337465	-	ENSG00000259984	unprocessed_pseudogene
chr1	25338317	25362361	+	TMEM50A	protein_coding
chr1	25362249	25430192	-	RHCE	protein_coding
chr1	25398721	25399198	+	ENSG00000238084	processed_pseudogene
chr1	25430858	25500209	+	MACO1	protein_coding
chr1	25543606	25568886	+	LDLRAP1	protein_coding
chr1	25581478	25590356	+	ENSG00000225643	lncRNA
chr1	25616791	25786206	+	MAN1C1	protein_coding
chr1	25644544	25659111	-	ENSG00000233478	lncRNA
chr1	25800193	25818221	+	SELENON	protein_coding
chr1	25811470	25823744	+	ENSG00000255054	protein_coding
chr1	25816749	25820797	-	ENSG00000228172	lncRNA
chr1	25818640	25832942	+	MTFR1L	protein_coding
chr1	25831913	25832134	-	ENSG00000272478	lncRNA
chr1	25831913	25859458	-	AUNIP	protein_coding
chr1	25859580	25863420	+	ENSG00000236528	lncRNA
chr1	25861484	25875708	-	PAQR7	protein_coding
chr1	25877496	25877605	+	Y_RNA	misc_RNA
chr1	25884181	25906991	-	STMN1	protein_coding
chr1	25887360	25887610	+	SNRPFP2	processed_pseudogene
chr1	25888970	25889109	+	ENSG00000223624	processed_pseudogene
chr1	25906362	25906454	-	MIR3917	miRNA
chr1	25959767	25998117	-	PAFAH2	protein_coding
chr1	25964197	25964300	+	RNU6-110P	snRNA
chr1	26006006	26006130	+	ENSG00000252190	scaRNA
chr1	26006216	26006299	+	ENSG00000252691	scaRNA
chr1	26019884	26036464	+	EXTL1	protein_coding
chr1	26037252	26046118	-	SLC30A2	protein_coding
chr1	26046665	26049099	+	ENSG00000284309	lncRNA
chr1	26051301	26068436	-	TRIM63	protein_coding
chr1	26111165	26125555	+	PDIK1L	protein_coding
chr1	26159079	26163962	+	FAM110D	protein_coding
chr1	26164101	26168963	-	C1orf232	protein_coding
chr1	26169516	26171831	-	ZNF593OS	protein_coding
chr1	26169908	26170873	+	ZNF593	protein_coding
chr1	26177484	26189884	+	CNKSR1	protein_coding
chr1	26190561	26202968	+	CATSPER4	protein_coding
chr1	26209741	26229844	+	ZPLD2P	transcribed_unprocessed_pseudogene
chr1	26218581	26220476	-	ENSG00000278572	unprocessed_pseudogene
chr1	26234200	26278808	+	CEP85	protein_coding
chr1	26263041	26263398	-	ENSG00000270733	processed_pseudogene
chr1	26280086	26281522	+	SH3BGRL3	protein_coding
chr1	26281328	26318363	-	UBXN11	protein_coding
chr1	26317958	26320523	+	CD52	protein_coding
chr1	26321698	26360080	-	CRYBG2	protein_coding
chr1	26326688	26327033	+	ENSG00000225854	processed_pseudogene
chr1	26361634	26374522	-	ZNF683	protein_coding
chr1	26410817	26429728	+	LIN28A	protein_coding
chr1	26432282	26471306	+	DHDDS	protein_coding
chr1	26454653	26455187	-	ENSG00000223583	processed_pseudogene
chr1	26462756	26468014	-	DHDDS-AS1	lncRNA
chr1	26472440	26476642	+	HMGN2	protein_coding
chr1	26519354	26520250	-	DPPA2P2	processed_pseudogene
chr1	26529761	26575030	+	RPS6KA1	protein_coding
chr1	26554542	26554593	+	MIR1976	miRNA
chr1	26593243	26593546	-	RN7SL679P	misc_RNA
chr1	26593940	26594041	-	Y_RNA	misc_RNA
chr1	26602369	26602432	-	RNU7-29P	snRNA
chr1	26620707	26620910	-	ENSG00000289452	lncRNA
chr1	26640377	26640614	-	ENSG00000229247	processed_pseudogene
chr1	26642286	26642389	-	ENSG00000238316	snoRNA
chr1	26647447	26647681	+	ENSG00000235069	processed_pseudogene
chr1	26692132	26694131	-	ENSG00000260063	lncRNA
chr1	26693236	26782104	+	ARID1A	protein_coding
chr1	26787054	26800659	+	PIGV	protein_coding
chr1	26814822	26815112	+	RN7SL165P	misc_RNA
chr1	26817300	26817476	+	ENSG00000287810	unprocessed_pseudogene
chr1	26826688	26857604	+	ZDHHC18	protein_coding
chr1	26863149	26864456	+	SFN	protein_coding
chr1	26876132	26890283	-	GPN2	protein_coding
chr1	26876133	26878245	+	ENSG00000226698	lncRNA
chr1	26881109	26882235	-	ENSG00000289554	lncRNA
chr1	26890488	26900467	-	GPATCH3	protein_coding
chr1	26900238	26946871	+	NUDC	protein_coding
chr1	26911489	26913975	-	NR0B2	protein_coding
chr1	26949562	26960468	-	KDF1	protein_coding
chr1	26980165	26980975	+	RPL12P13	unprocessed_pseudogene
chr1	26983628	26984024	+	RPL32P6	processed_pseudogene
chr1	26985897	26986340	-	OSTCP2	processed_pseudogene
chr1	26993692	27000886	+	TRNP1	protein_coding
chr1	27005020	27012850	-	TENT5B	protein_coding
chr1	27098809	27166981	-	SLC9A1	protein_coding
chr1	27176751	27177277	+	ENSG00000229985	processed_pseudogene
chr1	27200834	27201473	-	CHCHD3P3	processed_pseudogene
chr1	27206930	27207796	+	NPM1P39	processed_pseudogene
chr1	27211265	27211484	+	SNRPEP7	processed_pseudogene
chr1	27229106	27234352	-	WDTC1-DT	lncRNA
chr1	27234632	27308636	+	WDTC1	protein_coding
chr1	27255464	27255567	-	Y_RNA	misc_RNA
chr1	27311240	27311838	+	ENSG00000243659	processed_pseudogene
chr1	27322145	27336400	+	TMEM222	protein_coding
chr1	27325219	27325325	+	RNU6-48P	snRNA
chr1	27325329	27325796	+	ACTG1P20	processed_pseudogene
chr1	27342020	27353937	+	SYTL1	protein_coding
chr1	27354067	27366961	-	MAP3K6	protein_coding
chr1	27369110	27374824	-	FCN3	protein_coding
chr1	27379176	27383333	-	CD164L2	protein_coding
chr1	27389468	27390145	+	ENSG00000231207	processed_pseudogene
chr1	27392622	27395814	+	GPR3	protein_coding
chr1	27404230	27490167	-	WASF2	protein_coding
chr1	27457198	27459582	+	ENSG00000241169	lncRNA
chr1	27525805	27530561	+	ENSG00000237429	lncRNA
chr1	27534035	27604431	-	AHDC1	protein_coding
chr1	27612064	27635185	-	FGR	protein_coding
chr1	27649419	27649610	+	ENSG00000235912	processed_pseudogene
chr1	27660328	27666279	-	LINC02574	lncRNA
chr1	27666064	27672212	-	IFI6	protein_coding
chr1	27669468	27703063	+	ENSG00000225886	lncRNA
chr1	27675603	27675709	-	RNU6-949P	snRNA
chr1	27686810	27687471	-	CHMP1AP1	processed_pseudogene
chr1	27693731	27693835	+	RNU6-424P	snRNA
chr1	27724822	27725756	-	ENSG00000287244	lncRNA
chr1	27725961	27763116	+	FAM76A	protein_coding
chr1	27739091	27739439	+	ENSG00000231344	processed_pseudogene
chr1	27739954	27740629	+	RPEP3	processed_pseudogene
chr1	27773219	27824443	+	STX12	protein_coding
chr1	27773858	27774041	+	ENSG00000269971	lncRNA
chr1	27819983	27820341	+	ENSG00000270031	lncRNA
chr1	27824538	27824643	+	RNU6-1245P	snRNA
chr1	27827812	27831209	-	ENSG00000286433	lncRNA
